CID,CNTRY,dwh_create_date
AW00012568,United Kingdom,2026-07-13 12:24:57.9700000
AW00012569,United Kingdom,2026-07-13 12:24:57.9700000
AW00012570,Australia,2026-07-13 12:24:57.9700000
AW00012571,Australia,2026-07-13 12:24:57.9700000
AW00012572,Australia,2026-07-13 12:24:57.9700000
AW00012573,Australia,2026-07-13 12:24:57.9700000
AW00012574,Australia,2026-07-13 12:24:57.9700000
AW00012575,Australia,2026-07-13 12:24:57.9700000
AW00012576,Australia,2026-07-13 12:24:57.9700000
AW00012577,Australia,2026-07-13 12:24:57.9700000
AW00012578,Australia,2026-07-13 12:24:57.9700000
AW00012579,Australia,2026-07-13 12:24:57.9700000
AW00012580,Australia,2026-07-13 12:24:57.9700000
AW00012581,Australia,2026-07-13 12:24:57.9700000
AW00012582,Australia,2026-07-13 12:24:57.9700000
AW00012583,Australia,2026-07-13 12:24:57.9700000
AW00012584,Australia,2026-07-13 12:24:57.9700000
AW00012585,Australia,2026-07-13 12:24:57.9700000
AW00012586,Australia,2026-07-13 12:24:57.9700000
AW00012587,Australia,2026-07-13 12:24:57.9700000
AW00012588,Australia,2026-07-13 12:24:57.9700000
AW00012589,Australia,2026-07-13 12:24:57.9700000
AW00012590,United Kingdom,2026-07-13 12:24:57.9700000
AW00012591,Germany,2026-07-13 12:24:57.9700000
AW00012592,United Kingdom,2026-07-13 12:24:57.9700000
AW00012593,United Kingdom,2026-07-13 12:24:57.9700000
AW00012594,United Kingdom,2026-07-13 12:24:57.9700000
AW00012595,United Kingdom,2026-07-13 12:24:57.9700000
AW00012596,United Kingdom,2026-07-13 12:24:57.9700000
AW00012597,United Kingdom,2026-07-13 12:24:57.9700000
AW00012598,United Kingdom,2026-07-13 12:24:57.9700000
AW00012599,United Kingdom,2026-07-13 12:24:57.9700000
AW00012600,Germany,2026-07-13 12:24:57.9700000
AW00012601,United Kingdom,2026-07-13 12:24:57.9700000
AW00012602,United Kingdom,2026-07-13 12:24:57.9700000
AW00012603,United Kingdom,2026-07-13 12:24:57.9700000
AW00012604,Germany,2026-07-13 12:24:57.9700000
AW00012605,Germany,2026-07-13 12:24:57.9700000
AW00012606,France,2026-07-13 12:24:57.9700000
AW00012607,France,2026-07-13 12:24:57.9700000
AW00012608,United Kingdom,2026-07-13 12:24:57.9700000
AW00012609,United Kingdom,2026-07-13 12:24:57.9700000
AW00012610,United Kingdom,2026-07-13 12:24:57.9700000
AW00012611,United Kingdom,2026-07-13 12:24:57.9700000
AW00012612,United Kingdom,2026-07-13 12:24:57.9700000
AW00012613,France,2026-07-13 12:24:57.9700000
AW00012614,France,2026-07-13 12:24:57.9700000
AW00012615,United Kingdom,2026-07-13 12:24:57.9700000
AW00012616,Germany,2026-07-13 12:24:57.9700000
AW00012617,Germany,2026-07-13 12:24:57.9700000
AW00012618,France,2026-07-13 12:24:57.9700000
AW00012619,United Kingdom,2026-07-13 12:24:57.9700000
AW00012620,France,2026-07-13 12:24:57.9700000
AW00012621,France,2026-07-13 12:24:57.9700000
AW00012622,United Kingdom,2026-07-13 12:24:57.9700000
AW00012623,United Kingdom,2026-07-13 12:24:57.9700000
AW00012624,Germany,2026-07-13 12:24:57.9700000
AW00012625,France,2026-07-13 12:24:57.9700000
AW00012626,United Kingdom,2026-07-13 12:24:57.9700000
AW00012627,United Kingdom,2026-07-13 12:24:57.9700000
AW00012628,France,2026-07-13 12:24:57.9700000
AW00012629,Germany,2026-07-13 12:24:57.9700000
AW00012630,United Kingdom,2026-07-13 12:24:57.9700000
AW00012631,France,2026-07-13 12:24:57.9700000
AW00012632,France,2026-07-13 12:24:57.9700000
AW00012633,United Kingdom,2026-07-13 12:24:57.9700000
AW00012634,United Kingdom,2026-07-13 12:24:57.9700000
AW00012635,France,2026-07-13 12:24:57.9700000
AW00012636,Germany,2026-07-13 12:24:57.9700000
AW00012637,United Kingdom,2026-07-13 12:24:57.9700000
AW00012638,Germany,2026-07-13 12:24:57.9700000
AW00012639,France,2026-07-13 12:24:57.9700000
AW00012640,United Kingdom,2026-07-13 12:24:57.9700000
AW00012641,France,2026-07-13 12:24:57.9700000
AW00012642,France,2026-07-13 12:24:57.9700000
AW00012643,Germany,2026-07-13 12:24:57.9700000
AW00012644,United Kingdom,2026-07-13 12:24:57.9700000
AW00012645,United Kingdom,2026-07-13 12:24:57.9700000
AW00012646,Germany,2026-07-13 12:24:57.9700000
AW00012647,United Kingdom,2026-07-13 12:24:57.9700000
AW00012648,United Kingdom,2026-07-13 12:24:57.9700000
AW00012649,France,2026-07-13 12:24:57.9700000
AW00012650,France,2026-07-13 12:24:57.9700000
AW00012651,France,2026-07-13 12:24:57.9700000
AW00012652,United Kingdom,2026-07-13 12:24:57.9700000
AW00012653,United Kingdom,2026-07-13 12:24:57.9700000
AW00012654,United Kingdom,2026-07-13 12:24:57.9700000
AW00012655,France,2026-07-13 12:24:57.9700000
AW00012656,France,2026-07-13 12:24:57.9700000
AW00012657,Germany,2026-07-13 12:24:57.9700000
AW00012658,United Kingdom,2026-07-13 12:24:57.9700000
AW00012659,France,2026-07-13 12:24:57.9700000
AW00012660,France,2026-07-13 12:24:57.9700000
AW00012661,France,2026-07-13 12:24:57.9700000
AW00012662,France,2026-07-13 12:24:57.9700000
AW00012663,France,2026-07-13 12:24:57.9700000
AW00012664,United Kingdom,2026-07-13 12:24:57.9700000
AW00012665,Australia,2026-07-13 12:24:57.9700000
AW00012666,Australia,2026-07-13 12:24:57.9700000
AW00012667,Australia,2026-07-13 12:24:57.9700000
AW00012668,Australia,2026-07-13 12:24:57.9700000
AW00012669,Australia,2026-07-13 12:24:57.9700000
AW00012670,Australia,2026-07-13 12:24:57.9700000
AW00012671,Australia,2026-07-13 12:24:57.9700000
AW00012672,Australia,2026-07-13 12:24:57.9700000
AW00012673,Australia,2026-07-13 12:24:57.9700000
AW00012674,Australia,2026-07-13 12:24:57.9700000
AW00012675,Australia,2026-07-13 12:24:57.9700000
AW00012676,Australia,2026-07-13 12:24:57.9700000
AW00012677,Australia,2026-07-13 12:24:57.9700000
AW00012678,Australia,2026-07-13 12:24:57.9700000
AW00012679,Australia,2026-07-13 12:24:57.9700000
AW00012680,Australia,2026-07-13 12:24:57.9700000
AW00012681,Australia,2026-07-13 12:24:57.9700000
AW00012682,Australia,2026-07-13 12:24:57.9700000
AW00012683,Australia,2026-07-13 12:24:57.9700000
AW00012684,Australia,2026-07-13 12:24:57.9700000
AW00012685,Australia,2026-07-13 12:24:57.9700000
AW00012686,Australia,2026-07-13 12:24:57.9700000
AW00012687,Australia,2026-07-13 12:24:57.9700000
AW00012688,Australia,2026-07-13 12:24:57.9700000
AW00012689,Australia,2026-07-13 12:24:57.9700000
AW00012690,Australia,2026-07-13 12:24:57.9700000
AW00012691,Australia,2026-07-13 12:24:57.9700000
AW00012692,Australia,2026-07-13 12:24:57.9700000
AW00012693,Australia,2026-07-13 12:24:57.9700000
AW00012694,Australia,2026-07-13 12:24:57.9700000
AW00012695,Australia,2026-07-13 12:24:57.9700000
AW00012696,Australia,2026-07-13 12:24:57.9700000
AW00012697,Australia,2026-07-13 12:24:57.9700000
AW00012698,Australia,2026-07-13 12:24:57.9700000
AW00012699,Australia,2026-07-13 12:24:57.9700000
AW00012700,Australia,2026-07-13 12:24:57.9700000
AW00012701,Australia,2026-07-13 12:24:57.9700000
AW00012702,Australia,2026-07-13 12:24:57.9700000
AW00012703,Australia,2026-07-13 12:24:57.9700000
AW00012704,Australia,2026-07-13 12:24:57.9700000
AW00012705,Australia,2026-07-13 12:24:57.9700000
AW00012706,Australia,2026-07-13 12:24:57.9700000
AW00012707,United States,2026-07-13 12:24:57.9700000
AW00012708,United States,2026-07-13 12:24:57.9700000
AW00012709,United States,2026-07-13 12:24:57.9700000
AW00012710,Canada,2026-07-13 12:24:57.9700000
AW00012711,France,2026-07-13 12:24:57.9700000
AW00012712,Germany,2026-07-13 12:24:57.9700000
AW00012713,Germany,2026-07-13 12:24:57.9700000
AW00012714,Germany,2026-07-13 12:24:57.9700000
AW00012715,Australia,2026-07-13 12:24:57.9700000
AW00012716,France,2026-07-13 12:24:57.9700000
AW00012717,France,2026-07-13 12:24:57.9700000
AW00012718,France,2026-07-13 12:24:57.9700000
AW00012719,France,2026-07-13 12:24:57.9700000
AW00012720,France,2026-07-13 12:24:57.9700000
AW00012721,Germany,2026-07-13 12:24:57.9700000
AW00012722,Germany,2026-07-13 12:24:57.9700000
AW00012723,France,2026-07-13 12:24:57.9700000
AW00012724,Germany,2026-07-13 12:24:57.9700000
AW00012725,Germany,2026-07-13 12:24:57.9700000
AW00012726,Germany,2026-07-13 12:24:57.9700000
AW00012727,France,2026-07-13 12:24:57.9700000
AW00012728,Germany,2026-07-13 12:24:57.9700000
AW00012729,United Kingdom,2026-07-13 12:24:57.9700000
AW00012730,United Kingdom,2026-07-13 12:24:57.9700000
AW00012731,Germany,2026-07-13 12:24:57.9700000
AW00012732,France,2026-07-13 12:24:57.9700000
AW00012733,United Kingdom,2026-07-13 12:24:57.9700000
AW00012734,France,2026-07-13 12:24:57.9700000
AW00012735,Germany,2026-07-13 12:24:57.9700000
AW00012736,Germany,2026-07-13 12:24:57.9700000
AW00012737,France,2026-07-13 12:24:57.9700000
AW00012738,Germany,2026-07-13 12:24:57.9700000
AW00012739,United Kingdom,2026-07-13 12:24:57.9700000
AW00012740,United Kingdom,2026-07-13 12:24:57.9700000
AW00012741,Germany,2026-07-13 12:24:57.9700000
AW00012742,Germany,2026-07-13 12:24:57.9700000
AW00012743,United Kingdom,2026-07-13 12:24:57.9700000
AW00012744,United Kingdom,2026-07-13 12:24:57.9700000
AW00012745,United Kingdom,2026-07-13 12:24:57.9700000
AW00012746,United Kingdom,2026-07-13 12:24:57.9700000
AW00012747,Germany,2026-07-13 12:24:57.9700000
AW00012748,France,2026-07-13 12:24:57.9700000
AW00012749,France,2026-07-13 12:24:57.9700000
AW00012750,France,2026-07-13 12:24:57.9700000
AW00012751,Germany,2026-07-13 12:24:57.9700000
AW00012752,France,2026-07-13 12:24:57.9700000
AW00012753,France,2026-07-13 12:24:57.9700000
AW00012754,France,2026-07-13 12:24:57.9700000
AW00012755,United States,2026-07-13 12:24:57.9700000
AW00012756,United States,2026-07-13 12:24:57.9700000
AW00012757,United States,2026-07-13 12:24:57.9700000
AW00012758,United States,2026-07-13 12:24:57.9700000
AW00012759,United States,2026-07-13 12:24:57.9700000
AW00012760,Canada,2026-07-13 12:24:57.9700000
AW00012761,United States,2026-07-13 12:24:57.9700000
AW00012762,United States,2026-07-13 12:24:57.9700000
AW00012763,Canada,2026-07-13 12:24:57.9700000
AW00012764,United States,2026-07-13 12:24:57.9700000
AW00012765,Canada,2026-07-13 12:24:57.9700000
AW00012766,United States,2026-07-13 12:24:57.9700000
AW00012767,United States,2026-07-13 12:24:57.9700000
AW00012768,United States,2026-07-13 12:24:57.9700000
AW00012769,United States,2026-07-13 12:24:57.9700000
AW00012770,United States,2026-07-13 12:24:57.9700000
AW00012771,United States,2026-07-13 12:24:57.9700000
AW00012772,United States,2026-07-13 12:24:57.9700000
AW00012773,United States,2026-07-13 12:24:57.9700000
AW00012774,United States,2026-07-13 12:24:57.9700000
AW00012775,United States,2026-07-13 12:24:57.9700000
AW00012776,United States,2026-07-13 12:24:57.9700000
AW00012777,United States,2026-07-13 12:24:57.9700000
AW00012778,United States,2026-07-13 12:24:57.9700000
AW00012779,United States,2026-07-13 12:24:57.9700000
AW00012780,United States,2026-07-13 12:24:57.9700000
AW00012781,Canada,2026-07-13 12:24:57.9700000
AW00012782,Canada,2026-07-13 12:24:57.9700000
AW00012783,Canada,2026-07-13 12:24:57.9700000
AW00012784,United States,2026-07-13 12:24:57.9700000
AW00012785,Canada,2026-07-13 12:24:57.9700000
AW00012786,United States,2026-07-13 12:24:57.9700000
AW00012787,United States,2026-07-13 12:24:57.9700000
AW00012788,United States,2026-07-13 12:24:57.9700000
AW00012789,United States,2026-07-13 12:24:57.9700000
AW00012790,United States,2026-07-13 12:24:57.9700000
AW00012791,United States,2026-07-13 12:24:57.9700000
AW00012792,United States,2026-07-13 12:24:57.9700000
AW00012793,United States,2026-07-13 12:24:57.9700000
AW00012794,United States,2026-07-13 12:24:57.9700000
AW00012795,Canada,2026-07-13 12:24:57.9700000
AW00012796,United States,2026-07-13 12:24:57.9700000
AW00012797,United States,2026-07-13 12:24:57.9700000
AW00012798,France,2026-07-13 12:24:57.9700000
AW00012799,Germany,2026-07-13 12:24:57.9700000
AW00012800,Germany,2026-07-13 12:24:57.9700000
AW00012801,Germany,2026-07-13 12:24:57.9700000
AW00012802,Germany,2026-07-13 12:24:57.9700000
AW00012803,United Kingdom,2026-07-13 12:24:57.9700000
AW00012804,France,2026-07-13 12:24:57.9700000
AW00012805,France,2026-07-13 12:24:57.9700000
AW00012806,Germany,2026-07-13 12:24:57.9700000
AW00012807,Germany,2026-07-13 12:24:57.9700000
AW00012808,United Kingdom,2026-07-13 12:24:57.9700000
AW00012809,Germany,2026-07-13 12:24:57.9700000
AW00012810,Germany,2026-07-13 12:24:57.9700000
AW00012811,Germany,2026-07-13 12:24:57.9700000
AW00012812,France,2026-07-13 12:24:57.9700000
AW00012813,Germany,2026-07-13 12:24:57.9700000
AW00012814,Germany,2026-07-13 12:24:57.9700000
AW00012815,Germany,2026-07-13 12:24:57.9700000
AW00012816,Germany,2026-07-13 12:24:57.9700000
AW00012817,France,2026-07-13 12:24:57.9700000
AW00012818,France,2026-07-13 12:24:57.9700000
AW00012819,France,2026-07-13 12:24:57.9700000
AW00012820,France,2026-07-13 12:24:57.9700000
AW00012821,France,2026-07-13 12:24:57.9700000
AW00012822,Germany,2026-07-13 12:24:57.9700000
AW00012823,France,2026-07-13 12:24:57.9700000
AW00012824,France,2026-07-13 12:24:57.9700000
AW00012825,Germany,2026-07-13 12:24:57.9700000
AW00012826,Germany,2026-07-13 12:24:57.9700000
AW00012827,Germany,2026-07-13 12:24:57.9700000
AW00012828,Germany,2026-07-13 12:24:57.9700000
AW00012829,Germany,2026-07-13 12:24:57.9700000
AW00012830,France,2026-07-13 12:24:57.9700000
AW00012831,Germany,2026-07-13 12:24:57.9700000
AW00012832,Germany,2026-07-13 12:24:57.9700000
AW00012833,Germany,2026-07-13 12:24:57.9700000
AW00012834,France,2026-07-13 12:24:57.9700000
AW00012835,Germany,2026-07-13 12:24:57.9700000
AW00012836,United Kingdom,2026-07-13 12:24:57.9700000
AW00012837,Germany,2026-07-13 12:24:57.9700000
AW00012838,Germany,2026-07-13 12:24:57.9700000
AW00012839,United Kingdom,2026-07-13 12:24:57.9700000
AW00012840,United Kingdom,2026-07-13 12:24:57.9700000
AW00012841,France,2026-07-13 12:24:57.9700000
AW00012842,France,2026-07-13 12:24:57.9700000
AW00012843,France,2026-07-13 12:24:57.9700000
AW00012844,Germany,2026-07-13 12:24:57.9700000
AW00012845,Germany,2026-07-13 12:24:57.9700000
AW00012846,Germany,2026-07-13 12:24:57.9700000
AW00012847,United Kingdom,2026-07-13 12:24:57.9700000
AW00012848,United Kingdom,2026-07-13 12:24:57.9700000
AW00012849,France,2026-07-13 12:24:57.9700000
AW00012850,Germany,2026-07-13 12:24:57.9700000
AW00012851,France,2026-07-13 12:24:57.9700000
AW00012852,Germany,2026-07-13 12:24:57.9700000
AW00012853,United Kingdom,2026-07-13 12:24:57.9700000
AW00012854,United Kingdom,2026-07-13 12:24:57.9700000
AW00012855,United Kingdom,2026-07-13 12:24:57.9700000
AW00012856,United Kingdom,2026-07-13 12:24:57.9700000
AW00012857,United Kingdom,2026-07-13 12:24:57.9700000
AW00012858,Germany,2026-07-13 12:24:57.9700000
AW00012859,United Kingdom,2026-07-13 12:24:57.9700000
AW00012860,United Kingdom,2026-07-13 12:24:57.9700000
AW00012861,United Kingdom,2026-07-13 12:24:57.9700000
AW00012862,France,2026-07-13 12:24:57.9700000
AW00012863,Germany,2026-07-13 12:24:57.9700000
AW00012864,United Kingdom,2026-07-13 12:24:57.9700000
AW00012865,United Kingdom,2026-07-13 12:24:57.9700000
AW00012866,France,2026-07-13 12:24:57.9700000
AW00012867,Germany,2026-07-13 12:24:57.9700000
AW00012868,France,2026-07-13 12:24:57.9700000
AW00012869,France,2026-07-13 12:24:57.9700000
AW00012870,Germany,2026-07-13 12:24:57.9700000
AW00012871,United Kingdom,2026-07-13 12:24:57.9700000
AW00012872,Germany,2026-07-13 12:24:57.9700000
AW00012873,United Kingdom,2026-07-13 12:24:57.9700000
AW00012874,United Kingdom,2026-07-13 12:24:57.9700000
AW00012875,United States,2026-07-13 12:24:57.9700000
AW00012876,United States,2026-07-13 12:24:57.9700000
AW00012877,United States,2026-07-13 12:24:57.9700000
AW00012878,United States,2026-07-13 12:24:57.9700000
AW00012879,United States,2026-07-13 12:24:57.9700000
AW00012880,Canada,2026-07-13 12:24:57.9700000
AW00012881,United States,2026-07-13 12:24:57.9700000
AW00012882,United States,2026-07-13 12:24:57.9700000
AW00012883,United States,2026-07-13 12:24:57.9700000
AW00012884,United States,2026-07-13 12:24:57.9700000
AW00012885,United States,2026-07-13 12:24:57.9700000
AW00012886,United States,2026-07-13 12:24:57.9700000
AW00012887,United States,2026-07-13 12:24:57.9700000
AW00012888,United States,2026-07-13 12:24:57.9700000
AW00012889,United States,2026-07-13 12:24:57.9700000
AW00012890,United States,2026-07-13 12:24:57.9700000
AW00012891,United States,2026-07-13 12:24:57.9700000
AW00012892,Canada,2026-07-13 12:24:57.9700000
AW00012893,United States,2026-07-13 12:24:57.9700000
AW00012894,United States,2026-07-13 12:24:57.9700000
AW00012895,Canada,2026-07-13 12:24:57.9700000
AW00012896,United States,2026-07-13 12:24:57.9700000
AW00012897,United States,2026-07-13 12:24:57.9700000
AW00012898,United States,2026-07-13 12:24:57.9700000
AW00012899,United States,2026-07-13 12:24:57.9700000
AW00012900,United States,2026-07-13 12:24:57.9700000
AW00012901,United States,2026-07-13 12:24:57.9700000
AW00012902,Canada,2026-07-13 12:24:57.9700000
AW00012903,Canada,2026-07-13 12:24:57.9700000
AW00012904,United States,2026-07-13 12:24:57.9700000
AW00012905,United States,2026-07-13 12:24:57.9700000
AW00012906,United States,2026-07-13 12:24:57.9700000
AW00012907,United States,2026-07-13 12:24:57.9700000
AW00012908,United States,2026-07-13 12:24:57.9700000
AW00012909,United States,2026-07-13 12:24:57.9700000
AW00012910,United States,2026-07-13 12:24:57.9700000
AW00012911,United States,2026-07-13 12:24:57.9700000
AW00012912,United States,2026-07-13 12:24:57.9700000
AW00012913,United States,2026-07-13 12:24:57.9700000
AW00012914,Canada,2026-07-13 12:24:57.9700000
AW00012915,United States,2026-07-13 12:24:57.9700000
AW00012916,Canada,2026-07-13 12:24:57.9700000
AW00012917,United States,2026-07-13 12:24:57.9700000
AW00012918,United States,2026-07-13 12:24:57.9700000
AW00012919,Canada,2026-07-13 12:24:57.9700000
AW00012920,United States,2026-07-13 12:24:57.9700000
AW00012921,United States,2026-07-13 12:24:57.9700000
AW00012922,United States,2026-07-13 12:24:57.9700000
AW00012923,United States,2026-07-13 12:24:57.9700000
AW00012924,United States,2026-07-13 12:24:57.9700000
AW00012925,United States,2026-07-13 12:24:57.9700000
AW00012926,United States,2026-07-13 12:24:57.9700000
AW00012927,United States,2026-07-13 12:24:57.9700000
AW00012928,Canada,2026-07-13 12:24:57.9700000
AW00012929,United States,2026-07-13 12:24:57.9700000
AW00012930,United States,2026-07-13 12:24:57.9700000
AW00012931,United States,2026-07-13 12:24:57.9700000
AW00012932,United States,2026-07-13 12:24:57.9700000
AW00012933,United States,2026-07-13 12:24:57.9700000
AW00012934,United States,2026-07-13 12:24:57.9700000
AW00012935,United States,2026-07-13 12:24:57.9700000
AW00012936,Canada,2026-07-13 12:24:57.9700000
AW00012937,United States,2026-07-13 12:24:57.9700000
AW00012938,United States,2026-07-13 12:24:57.9700000
AW00012939,Canada,2026-07-13 12:24:57.9700000
AW00012940,United States,2026-07-13 12:24:57.9700000
AW00012941,United States,2026-07-13 12:24:57.9700000
AW00012942,United States,2026-07-13 12:24:57.9700000
AW00012943,United States,2026-07-13 12:24:57.9700000
AW00012944,Canada,2026-07-13 12:24:57.9700000
AW00012945,Canada,2026-07-13 12:24:57.9700000
AW00012946,United States,2026-07-13 12:24:57.9700000
AW00012947,United States,2026-07-13 12:24:57.9700000
AW00012948,United States,2026-07-13 12:24:57.9700000
AW00012949,United States,2026-07-13 12:24:57.9700000
AW00012950,United States,2026-07-13 12:24:57.9700000
AW00012951,United States,2026-07-13 12:24:57.9700000
AW00012952,United States,2026-07-13 12:24:57.9700000
AW00012953,United States,2026-07-13 12:24:57.9700000
AW00012954,United States,2026-07-13 12:24:57.9700000
AW00012955,United States,2026-07-13 12:24:57.9700000
AW00012956,United States,2026-07-13 12:24:57.9700000
AW00012957,United States,2026-07-13 12:24:57.9700000
AW00012958,United States,2026-07-13 12:24:57.9700000
AW00012959,Canada,2026-07-13 12:24:57.9700000
AW00012960,United States,2026-07-13 12:24:57.9700000
AW00012961,United States,2026-07-13 12:24:57.9700000
AW00012962,United States,2026-07-13 12:24:57.9700000
AW00012963,United States,2026-07-13 12:24:57.9700000
AW00012964,Canada,2026-07-13 12:24:57.9700000
AW00012965,United States,2026-07-13 12:24:57.9700000
AW00012966,United States,2026-07-13 12:24:57.9700000
AW00012967,United States,2026-07-13 12:24:57.9700000
AW00012968,United States,2026-07-13 12:24:57.9700000
AW00012969,Canada,2026-07-13 12:24:57.9700000
AW00012970,Canada,2026-07-13 12:24:57.9700000
AW00012971,United States,2026-07-13 12:24:57.9700000
AW00012972,Canada,2026-07-13 12:24:57.9700000
AW00012973,United States,2026-07-13 12:24:57.9700000
AW00012974,United States,2026-07-13 12:24:57.9700000
AW00012975,United States,2026-07-13 12:24:57.9700000
AW00012976,United States,2026-07-13 12:24:57.9700000
AW00012977,United States,2026-07-13 12:24:57.9700000
AW00012978,United States,2026-07-13 12:24:57.9700000
AW00012979,United States,2026-07-13 12:24:57.9700000
AW00012980,United States,2026-07-13 12:24:57.9700000
AW00012981,United States,2026-07-13 12:24:57.9700000
AW00012982,United States,2026-07-13 12:24:57.9700000
AW00012983,United States,2026-07-13 12:24:57.9700000
AW00012984,Canada,2026-07-13 12:24:57.9700000
AW00012985,United States,2026-07-13 12:24:57.9700000
AW00012986,Canada,2026-07-13 12:24:57.9700000
AW00012987,Australia,2026-07-13 12:24:57.9700000
AW00012988,Australia,2026-07-13 12:24:57.9700000
AW00012989,Australia,2026-07-13 12:24:57.9700000
AW00012990,Australia,2026-07-13 12:24:57.9700000
AW00012991,Australia,2026-07-13 12:24:57.9700000
AW00012992,Australia,2026-07-13 12:24:57.9700000
AW00012993,Australia,2026-07-13 12:24:57.9700000
AW00012994,Australia,2026-07-13 12:24:57.9700000
AW00012995,Australia,2026-07-13 12:24:57.9700000
AW00012996,Australia,2026-07-13 12:24:57.9700000
AW00012997,Australia,2026-07-13 12:24:57.9700000
AW00012998,Australia,2026-07-13 12:24:57.9700000
AW00012999,Australia,2026-07-13 12:24:57.9700000
AW00013000,Australia,2026-07-13 12:24:57.9700000
AW00013001,Australia,2026-07-13 12:24:57.9700000
AW00013002,Australia,2026-07-13 12:24:57.9700000
AW00013003,Australia,2026-07-13 12:24:57.9700000
AW00013004,Australia,2026-07-13 12:24:57.9700000
AW00013005,Australia,2026-07-13 12:24:57.9700000
AW00013006,Australia,2026-07-13 12:24:57.9700000
AW00013007,Australia,2026-07-13 12:24:57.9700000
AW00013008,Australia,2026-07-13 12:24:57.9700000
AW00013009,Australia,2026-07-13 12:24:57.9700000
AW00013010,Australia,2026-07-13 12:24:57.9700000
AW00013011,Australia,2026-07-13 12:24:57.9700000
AW00013012,Australia,2026-07-13 12:24:57.9700000
AW00013013,Australia,2026-07-13 12:24:57.9700000
AW00013014,United States,2026-07-13 12:24:57.9700000
AW00013015,United States,2026-07-13 12:24:57.9700000
AW00013016,United States,2026-07-13 12:24:57.9700000
AW00013017,United States,2026-07-13 12:24:57.9700000
AW00013018,Australia,2026-07-13 12:24:57.9700000
AW00013019,United States,2026-07-13 12:24:57.9700000
AW00013020,Australia,2026-07-13 12:24:57.9700000
AW00013021,Australia,2026-07-13 12:24:57.9700000
AW00013022,Australia,2026-07-13 12:24:57.9700000
AW00013023,Australia,2026-07-13 12:24:57.9700000
AW00013024,Australia,2026-07-13 12:24:57.9700000
AW00013025,Australia,2026-07-13 12:24:57.9700000
AW00013026,Australia,2026-07-13 12:24:57.9700000
AW00013027,Canada,2026-07-13 12:24:57.9700000
AW00013028,United States,2026-07-13 12:24:57.9700000
AW00013029,United States,2026-07-13 12:24:57.9700000
AW00013030,United States,2026-07-13 12:24:57.9700000
AW00013031,United States,2026-07-13 12:24:57.9700000
AW00013032,United States,2026-07-13 12:24:57.9700000
AW00013033,United States,2026-07-13 12:24:57.9700000
AW00013034,Australia,2026-07-13 12:24:57.9700000
AW00013035,Australia,2026-07-13 12:24:57.9700000
AW00013036,Australia,2026-07-13 12:24:57.9700000
AW00013037,Australia,2026-07-13 12:24:57.9700000
AW00013038,Australia,2026-07-13 12:24:57.9700000
AW00013039,United States,2026-07-13 12:24:57.9700000
AW00013040,Australia,2026-07-13 12:24:57.9700000
AW00013041,Australia,2026-07-13 12:24:57.9700000
AW00013042,Australia,2026-07-13 12:24:57.9700000
AW00013043,Australia,2026-07-13 12:24:57.9700000
AW00013044,Australia,2026-07-13 12:24:57.9700000
AW00013045,Australia,2026-07-13 12:24:57.9700000
AW00013046,Australia,2026-07-13 12:24:57.9700000
AW00013047,Australia,2026-07-13 12:24:57.9700000
AW00013048,Australia,2026-07-13 12:24:57.9700000
AW00013049,Australia,2026-07-13 12:24:57.9700000
AW00013050,Australia,2026-07-13 12:24:57.9700000
AW00013051,Australia,2026-07-13 12:24:57.9700000
AW00013052,United States,2026-07-13 12:24:57.9700000
AW00013053,United States,2026-07-13 12:24:57.9700000
AW00013054,United States,2026-07-13 12:24:57.9700000
AW00013055,United States,2026-07-13 12:24:57.9700000
AW00013056,United States,2026-07-13 12:24:57.9700000
AW00013057,United States,2026-07-13 12:24:57.9700000
AW00013058,United States,2026-07-13 12:24:57.9700000
AW00013059,United States,2026-07-13 12:24:57.9700000
AW00013060,United States,2026-07-13 12:24:57.9700000
AW00013061,United States,2026-07-13 12:24:57.9700000
AW00013062,United States,2026-07-13 12:24:57.9700000
AW00013063,United States,2026-07-13 12:24:57.9700000
AW00013064,United States,2026-07-13 12:24:57.9700000
AW00013065,Canada,2026-07-13 12:24:57.9700000
AW00013066,United States,2026-07-13 12:24:57.9700000
AW00013067,United States,2026-07-13 12:24:57.9700000
AW00013068,United States,2026-07-13 12:24:57.9700000
AW00013069,United States,2026-07-13 12:24:57.9700000
AW00013070,United States,2026-07-13 12:24:57.9700000
AW00013071,Canada,2026-07-13 12:24:57.9700000
AW00013072,United States,2026-07-13 12:24:57.9700000
AW00013073,United States,2026-07-13 12:24:57.9700000
AW00013074,United States,2026-07-13 12:24:57.9700000
AW00013075,Australia,2026-07-13 12:24:57.9700000
AW00013076,Australia,2026-07-13 12:24:57.9700000
AW00013077,Australia,2026-07-13 12:24:57.9700000
AW00013078,Australia,2026-07-13 12:24:57.9700000
AW00013079,Australia,2026-07-13 12:24:57.9700000
AW00013080,Australia,2026-07-13 12:24:57.9700000
AW00013081,Australia,2026-07-13 12:24:57.9700000
AW00013082,Australia,2026-07-13 12:24:57.9700000
AW00013083,United States,2026-07-13 12:24:57.9700000
AW00013084,Canada,2026-07-13 12:24:57.9700000
AW00013085,United States,2026-07-13 12:24:57.9700000
AW00013086,United States,2026-07-13 12:24:57.9700000
AW00013087,United States,2026-07-13 12:24:57.9700000
AW00013088,United States,2026-07-13 12:24:57.9700000
